"","TypeI","Type2a","Type2a2x","colMax","ID","Filename","Type","Exercise","Laminin","Area","Sample","FibreType"
"1194",14.5882352941176,950.856470588235,270.178823529412,950.856470588235,1446,"PL4","FT","Post",257,3048.95615866388,"P4","Type2a"
"1195",14.5882352941176,957.856470588235,388.178823529412,957.856470588235,719,"PL4","FT","Post",322,3074.42588726514,"P4","Type2a"
"1196",14.8346456692913,1566.29921259843,126.866141732283,1566.29921259843,10,"AB4","FT","Post",309,7130.68893528184,"P3","Type2a"
"1197",14.8346456692913,422.299212598425,213.866141732283,422.299212598425,440,"AB4","FT","Post",488,4638.51774530271,"P3","Type2a"
"1198",14.8346456692913,532.299212598425,310.866141732283,532.299212598425,50,"AB4","FT","Post",311,3753.13152400835,"P3","Type2a"
"1199",14.8346456692913,717.299212598425,45.8661417322835,717.299212598425,416,"AB4","FT","Post",351,2713.15240083507,"P3","Type2a"
"1200",14.8346456692913,923.299212598425,338.866141732283,923.299212598425,32,"AB4","FT","Post",284,6716.70146137787,"P3","Type2a"
"1201",14.8346456692913,993.299212598425,465.866141732283,993.299212598425,1166,"AB4","FT","Post",355,4708.76826722338,"P3","Type2a"
"1202",14.8897435897436,183.038461538462,649.361538461538,649.361538461538,215,"M1180-16","FT"," Pre",273,3329.54070981211,"C1","Type2a2x"
"1203",14.8897435897436,187.038461538462,794.361538461538,794.361538461538,946,"M1180-16","FT"," Pre",231,2665.97077244259,"C1","Type2a2x"
"1204",14.8897435897436,200.038461538462,599.361538461538,599.361538461538,917,"M1180-16","FT"," Pre",506,10071.1899791232,"C1","Type2a2x"
"1205",14.8897435897436,200.038461538462,717.361538461538,717.361538461538,300,"M1180-16","FT"," Pre",263,654.384133611691,"C1","Type2a2x"
"1206",14.8897435897436,261.038461538462,534.361538461538,534.361538461538,535,"M1180-16","FT"," Pre",332,8431.00208768267,"C1","Type2a2x"
"1207",14.8897435897436,266.038461538462,728.361538461538,728.361538461538,319,"M1180-16","FT"," Pre",382,7232.98538622129,"C1","Type2a2x"
"1208",14.8897435897436,289.038461538462,577.361538461538,577.361538461538,932,"M1180-16","FT"," Pre",296,4326.72233820459,"C1","Type2a2x"
"1209",14.8897435897436,350.038461538462,649.361538461538,649.361538461538,1056,"M1180-16","FT"," Pre",262,5618.68475991649,"C1","Type2a2x"
"1210",14.8897435897436,548.038461538462,794.361538461538,794.361538461538,361,"M1180-16","FT"," Pre",366,946.764091858038,"C1","Type2a2x"
"1211",14.8897435897436,562.038461538462,801.361538461538,801.361538461538,94,"M1180-16","FT"," Pre",361,799.686847599165,"C1","Type2a2x"
"1212",14.8897435897436,618.038461538462,792.361538461538,792.361538461538,1069,"M1180-16","FT"," Pre",324,5674.21711899791,"C1","Type2a2x"
"1213",14.9482352941176,138.327058823529,647.927058823529,647.927058823529,664,"M1212-16","FT"," Pre",255,2050,"C3","Type2a2x"
"1214",14.9482352941176,143.327058823529,750.927058823529,750.927058823529,1042,"M1212-16","FT"," Pre",275,1288.72651356994,"C3","Type2a2x"
"1215",14.9482352941176,161.327058823529,855.927058823529,855.927058823529,1023,"M1212-16","FT"," Pre",276,1897.07724425887,"C3","Type2a2x"
"1216",14.9482352941176,164.327058823529,734.927058823529,734.927058823529,548,"M1212-16","FT"," Pre",271,2877.55741127349,"C3","Type2a2x"
"1217",14.9482352941176,193.327058823529,935.927058823529,935.927058823529,485,"M1212-16","FT"," Pre",306,2910.33402922756,"C3","Type2a2x"
"1218",14.9482352941176,197.327058823529,1173.92705882353,1173.92705882353,1198,"M1212-16","FT"," Pre",326,1309.29018789144,"C3","Type2a2x"
"1219",14.9482352941176,2.32705882352941,82.9270588235294,82.9270588235294,1242,"M1212-16","FT"," Pre",289,995.198329853862,"C3","Type2a2x"
"1220",14.9482352941176,201.327058823529,305.927058823529,305.927058823529,454,"M1212-16","FT"," Pre",234,3982.1503131524,"C3","Type2a2x"
"1221",14.9482352941176,256.327058823529,111.927058823529,256.327058823529,486,"M1212-16","FT"," Pre",216,3054.4885177453,"C3","Type2a"
"1222",14.9482352941176,269.327058823529,395.927058823529,395.927058823529,526,"M1212-16","FT"," Pre",277,8208.45511482255,"C3","Type2a2x"
"1223",14.9482352941176,286.327058823529,505.927058823529,505.927058823529,743,"M1212-16","FT"," Pre",506,1656.88935281837,"C3","Type2a2x"
"1224",14.9482352941176,291.327058823529,750.927058823529,750.927058823529,706,"M1212-16","FT"," Pre",524,1978.07933194154,"C3","Type2a2x"
"1225",14.9482352941176,406.327058823529,597.927058823529,597.927058823529,446,"M1212-16","FT"," Pre",330,3825.05219206681,"C3","Type2a2x"
"1226",14.9482352941176,408.327058823529,561.927058823529,561.927058823529,396,"M1212-16","FT"," Pre",322,5339.97912317328,"C3","Type2a2x"
"1227",14.9482352941176,492.327058823529,113.927058823529,492.327058823529,291,"M1212-16","FT"," Pre",272,5809.91649269311,"C3","Type2a"
"1228",14.9482352941176,704.327058823529,557.927058823529,704.327058823529,508,"M1212-16","FT"," Pre",452,5011.16910229645,"C3","Type2a"
"1229",14.9482352941176,75.3270588235294,405.927058823529,405.927058823529,491,"M1212-16","FT"," Pre",212,2147.18162839248,"C3","Type2a2x"
"1230",14.9482352941176,91.3270588235294,727.927058823529,727.927058823529,1049,"M1212-16","FT"," Pre",250,1401.87891440501,"C3","Type2a2x"
"1231",140.377777777778,35.8944444444444,49.3074074074074,140.377777777778,584,"M1217-16","FT"," Pre",246,3255.42797494781,"C4","TypeI"
"1232",140.377777777778,37.8944444444444,38.3074074074074,140.377777777778,666,"M1217-16","FT"," Pre",234,3851.04384133612,"C4","TypeI"
"1233",140.377777777778,41.8944444444444,50.3074074074074,140.377777777778,437,"M1217-16","FT"," Pre",247,6726.40918580376,"C4","TypeI"
"1234",140.556962025316,1109.33227848101,224.101265822785,1109.33227848101,80,"JG4","FT","Post",336,1131.10647181628,"P1","Type2a"
"1235",140.556962025316,880.332278481013,151.101265822785,880.332278481013,196,"JG4","FT","Post",287,1272.75574112735,"P1","Type2a"
"1236",140.573684210526,616.881578947368,179.584210526316,616.881578947368,45,"DS1","FT"," Pre",488,2665.65762004175,"P2","Type2a"
"1237",140.948235294118,17.3270588235294,93.9270588235294,140.948235294118,150,"M1212-16","FT"," Pre",289,3995.82463465553,"C3","TypeI"
"1238",141.377777777778,42.8944444444444,43.3074074074074,141.377777777778,403,"M1217-16","FT"," Pre",222,5139.248434238,"C4","TypeI"
"1239",141.377777777778,42.8944444444444,62.3074074074074,141.377777777778,45,"M1217-16","FT"," Pre",327,5151.7745302714,"C4","TypeI"
"1240",141.377777777778,43.8944444444444,41.3074074074074,141.377777777778,1013,"M1217-16","FT"," Pre",246,5683.08977035491,"C4","TypeI"
"1241",141.377777777778,87.8944444444444,67.3074074074074,141.377777777778,518,"M1217-16","FT"," Pre",320,6360.96033402923,"C4","TypeI"
"1242",141.377777777778,98.8944444444444,73.3074074074074,141.377777777778,489,"M1217-16","FT"," Pre",323,1347.70354906054,"C4","TypeI"
"1243",141.948235294118,20.3270588235294,110.927058823529,141.948235294118,822,"M1212-16","FT"," Pre",278,4726.09603340292,"C3","TypeI"
"1244",141.948235294118,27.3270588235294,124.927058823529,141.948235294118,461,"M1212-16","FT"," Pre",241,2898.53862212944,"C3","TypeI"
"1245",141.948235294118,32.3270588235294,167.927058823529,167.927058823529,969,"M1212-16","FT"," Pre",518,1796.55532359081,"C3","Type2a2x"
"1246",1415.80519480519,103.532467532468,214.638961038961,1415.80519480519,525,"PJ4","FT","Post",1060,3994.25887265136,"P5","TypeI"
"1247",142.377777777778,45.8944444444444,50.3074074074074,142.377777777778,1219,"M1217-16","FT"," Pre",221,7589.77035490605,"C4","TypeI"
"1248",142.377777777778,47.8944444444444,61.3074074074074,142.377777777778,777,"M1217-16","FT"," Pre",243,4449.0605427975,"C4","TypeI"
"1249",143.377777777778,241.894444444444,89.3074074074074,241.894444444444,842,"M1217-16","FT"," Pre",284,3087.78705636743,"C4","Type2a"
"1250",143.377777777778,35.8944444444444,61.3074074074074,143.377777777778,833,"M1217-16","FT"," Pre",216,2521.60751565762,"C4","TypeI"
"1251",143.377777777778,39.8944444444444,54.3074074074074,143.377777777778,812,"M1217-16","FT"," Pre",229,4712.63048016701,"C4","TypeI"
"1252",143.377777777778,53.8944444444444,57.3074074074074,143.377777777778,906,"M1217-16","FT"," Pre",262,6765.1356993737,"C4","TypeI"
"1253",143.377777777778,67.8944444444444,69.3074074074074,143.377777777778,132,"M1217-16","FT"," Pre",296,3068.68475991649,"C4","TypeI"
"1254",143.948235294118,16.3270588235294,119.927058823529,143.948235294118,505,"M1212-16","FT"," Pre",274,6284.8643006263,"C3","TypeI"
"1255",143.948235294118,20.3270588235294,117.927058823529,143.948235294118,440,"M1212-16","FT"," Pre",235,2340.08350730689,"C3","TypeI"
"1256",144.327402135231,199.20640569395,102.074733096085,199.20640569395,345,"M1189-16","FT"," Pre",290,2308.45511482255,"C2","Type2a"
"1257",144.377777777778,42.8944444444444,50.3074074074074,144.377777777778,624,"M1217-16","FT"," Pre",249,3256.88935281837,"C4","TypeI"
"1258",144.556962025316,986.332278481013,360.101265822785,986.332278481013,751,"JG4","FT","Post",470,798.74739039666,"P1","Type2a"
"1259",144.948235294118,21.3270588235294,100.927058823529,144.948235294118,358,"M1212-16","FT"," Pre",311,7907.93319415449,"C3","TypeI"
"1260",144.948235294118,83.3270588235294,168.927058823529,168.927058823529,899,"M1212-16","FT"," Pre",534,5747.49478079332,"C3","Type2a2x"
"1261",1443.55696202532,103.332278481013,271.101265822785,1443.55696202532,462,"JG4","FT","Post",420,8011.89979123173,"P1","TypeI"
"1262",1446.55696202532,236.332278481013,333.101265822785,1446.55696202532,649,"JG4","FT","Post",484,829.540709812109,"P1","TypeI"
"1263",145.092511013216,34.3303964757709,28.1497797356828,145.092511013216,195,"PJ1","FT"," Pre",216,7518.89352818372,"P5","TypeI"
"1264",145.377777777778,38.8944444444444,50.3074074074074,145.377777777778,575,"M1217-16","FT"," Pre",238,4088.72651356994,"C4","TypeI"
"1265",145.377777777778,49.8944444444444,64.3074074074074,145.377777777778,816,"M1217-16","FT"," Pre",239,1706.36743215031,"C4","TypeI"
"1266",145.556962025316,805.332278481013,167.101265822785,805.332278481013,600,"JG4","FT","Post",355,4503.86221294363,"P1","Type2a"
"1267",145.948235294118,26.3270588235294,152.927058823529,152.927058823529,1146,"M1212-16","FT"," Pre",316,2940.60542797495,"C3","Type2a2x"
"1268",146.377777777778,148.894444444444,188.307407407407,188.307407407407,1062,"M1217-16","FT"," Pre",286,1884.02922755741,"C4","Type2a2x"
"1269",146.377777777778,50.8944444444444,44.3074074074074,146.377777777778,184,"M1217-16","FT"," Pre",291,5828.28810020877,"C4","TypeI"
"1270",146.948235294118,20.3270588235294,124.927058823529,146.948235294118,1226,"M1212-16","FT"," Pre",257,2692.79749478079,"C3","TypeI"
"1271",1461.48372093023,109.479069767442,128.218604651163,1461.48372093023,279,"JG1","FT"," Pre",559,2646.4509394572,"P1","TypeI"
"1272",1463.48372093023,109.479069767442,126.218604651163,1463.48372093023,458,"JG1","FT"," Pre",835,2684.34237995825,"P1","TypeI"
"1273",1464.08536585366,116.243902439024,133.560975609756,1464.08536585366,288,"PL1","FT"," Pre",626,1518.99791231733,"P4","TypeI"
"1274",147.327402135231,3.20640569395017,34.0747330960854,147.327402135231,196,"M1189-16","FT"," Pre",260,5390.1878914405,"C2","TypeI"
"1275",147.377777777778,34.8944444444444,44.3074074074074,147.377777777778,278,"M1217-16","FT"," Pre",214,5270.66805845511,"C4","TypeI"
"1276",147.377777777778,43.8944444444444,52.3074074074074,147.377777777778,878,"M1217-16","FT"," Pre",245,3189.66597077244,"C4","TypeI"
"1277",147.377777777778,45.8944444444444,48.3074074074074,147.377777777778,226,"M1217-16","FT"," Pre",232,4612.00417536534,"C4","TypeI"
"1278",147.377777777778,65.8944444444444,43.3074074074074,147.377777777778,193,"M1217-16","FT"," Pre",274,2309.70772442589,"C4","TypeI"
"1279",147.377777777778,65.8944444444444,69.3074074074074,147.377777777778,1227,"M1217-16","FT"," Pre",270,9520.5636743215,"C4","TypeI"
"1280",147.556962025316,1505.33227848101,314.101265822785,1505.33227848101,652,"JG4","FT","Post",595,6629.33194154489,"P1","Type2a"
"1281",147.948235294118,31.3270588235294,130.927058823529,147.948235294118,319,"M1212-16","FT"," Pre",246,3869.93736951983,"C3","TypeI"
"1282",148.089108910891,2869.57095709571,289.382838283828,2869.57095709571,328,"AB1","FT"," Pre",680,3487.68267223382,"P3","Type2a"
"1283",148.377777777778,32.8944444444444,35.3074074074074,148.377777777778,15,"M1217-16","FT"," Pre",203,2805.53235908142,"C4","TypeI"
"1284",148.377777777778,48.8944444444444,52.3074074074074,148.377777777778,185,"M1217-16","FT"," Pre",253,7610.33402922756,"C4","TypeI"
"1285",148.506,581.076,866.142,866.142,427,"DS4","FT","Post",400,3528.70563674322,"P2","Type2a2x"
"1286",148.889743589744,357.038461538462,595.361538461538,595.361538461538,377,"M1180-16","FT"," Pre",551,2773.1732776618,"C1","Type2a2x"
"1287",1481.08910891089,256.57095709571,435.382838283828,1481.08910891089,326,"AB1","FT"," Pre",775,6053.44467640919,"P3","TypeI"
"1288",149.327402135231,15.2064056939502,51.0747330960854,149.327402135231,111,"M1189-16","FT"," Pre",271,6740.1878914405,"C2","TypeI"
"1289",149.327402135231,46.2064056939502,168.074733096085,168.074733096085,337,"M1189-16","FT"," Pre",341,2383.9248434238,"C2","Type2a2x"
"1290",149.377777777778,149.894444444444,181.307407407407,181.307407407407,1012,"M1217-16","FT"," Pre",297,2915.97077244259,"C4","Type2a2x"
"1291",149.377777777778,282.894444444444,64.3074074074074,282.894444444444,1038,"M1217-16","FT"," Pre",282,2533.40292275574,"C4","Type2a"
"1292",149.377777777778,40.8944444444444,57.3074074074074,149.377777777778,726,"M1217-16","FT"," Pre",251,2674.73903966597,"C4","TypeI"
"1293",149.377777777778,59.8944444444444,43.3074074074074,149.377777777778,69,"M1217-16","FT"," Pre",280,4325.46972860125,"C4","TypeI"
"1294",149.377777777778,73.8944444444444,50.3074074074074,149.377777777778,1263,"M1217-16","FT"," Pre",244,8278.49686847599,"C4","TypeI"
"1295",149.948235294118,16.3270588235294,103.927058823529,149.948235294118,1180,"M1212-16","FT"," Pre",267,1764.3006263048,"C3","TypeI"
"1296",149.948235294118,175.327058823529,182.927058823529,182.927058823529,1139,"M1212-16","FT"," Pre",383,3203.96659707724,"C3","Type2a2x"
"1297",15.0853658536585,1034.24390243902,64.5609756097561,1034.24390243902,279,"PL1","FT"," Pre",306,7750.62630480167,"P4","Type2a"
"1298",15.0853658536585,1102.24390243902,134.560975609756,1102.24390243902,95,"PL1","FT"," Pre",280,6310.751565762,"P4","Type2a"
"1299",15.0853658536585,1390.24390243902,91.5609756097561,1390.24390243902,226,"PL1","FT"," Pre",362,4179.54070981211,"P4","Type2a"
"1300",15.0853658536585,1540.24390243902,171.560975609756,1540.24390243902,4,"PL1","FT"," Pre",375,1297.07724425887,"P4","Type2a"
"1301",15.0853658536585,1801.24390243902,150.560975609756,1801.24390243902,157,"PL1","FT"," Pre",389,2851.04384133612,"P4","Type2a"
"1302",15.0853658536585,1805.24390243902,184.560975609756,1805.24390243902,10,"PL1","FT"," Pre",348,2054.80167014614,"P4","Type2a"
"1303",15.0853658536585,199.243902439024,57.5609756097561,199.243902439024,46,"PL1","FT"," Pre",259,1112.21294363257,"P4","Type2a"
"1304",15.0853658536585,346.243902439024,327.560975609756,346.243902439024,26,"PL1","FT"," Pre",300,5393.52818371608,"P4","Type2a"
"1305",15.0853658536585,362.243902439024,366.560975609756,366.560975609756,215,"PL1","FT"," Pre",304,4687.89144050104,"P4","Type2a2x"
"1306",15.0853658536585,933.243902439024,74.5609756097561,933.243902439024,32,"PL1","FT"," Pre",277,6206.57620041754,"P4","Type2a"
"1307",15.0853658536585,956.243902439024,79.5609756097561,956.243902439024,221,"PL1","FT"," Pre",339,7108.14196242171,"P4","Type2a"
"1308",15.0891089108911,1171.57095709571,106.382838283828,1171.57095709571,78,"AB1","FT"," Pre",385,7783.29853862213,"P3","Type2a"
"1309",15.0891089108911,1312.57095709571,159.382838283828,1312.57095709571,186,"AB1","FT"," Pre",359,4836.84759916493,"P3","Type2a"
"1310",15.0891089108911,546.57095709571,79.3828382838284,546.57095709571,342,"AB1","FT"," Pre",322,5993.31941544885,"P3","Type2a"
"1311",15.0891089108911,548.57095709571,715.382838283828,715.382838283828,214,"AB1","FT"," Pre",255,2854.90605427975,"P3","Type2a2x"
"1312",15.0891089108911,631.57095709571,481.382838283828,631.57095709571,123,"AB1","FT"," Pre",371,1612.94363256785,"P3","Type2a"
"1313",15.0891089108911,643.57095709571,123.382838283828,643.57095709571,147,"AB1","FT"," Pre",306,4052.81837160752,"P3","Type2a"
"1314",15.0891089108911,747.57095709571,141.382838283828,747.57095709571,156,"AB1","FT"," Pre",338,2736.6388308977,"P3","Type2a"
"1315",15.0891089108911,944.57095709571,127.382838283828,944.57095709571,295,"AB1","FT"," Pre",317,5002.7139874739,"P3","Type2a"
"1316",15.0925110132159,1080.33039647577,159.149779735683,1080.33039647577,432,"PJ1","FT"," Pre",360,1086.43006263048,"P5","Type2a"
"1317",15.0925110132159,1119.33039647577,230.149779735683,1119.33039647577,593,"PJ1","FT"," Pre",480,6360.64718162839,"P5","Type2a"
"1318",15.0925110132159,1157.33039647577,87.1497797356828,1157.33039647577,248,"PJ1","FT"," Pre",333,5984.75991649269,"P5","Type2a"
"1319",15.0925110132159,1219.33039647577,149.149779735683,1219.33039647577,234,"PJ1","FT"," Pre",326,3534.44676409186,"P5","Type2a"
"1320",15.0925110132159,1453.33039647577,777.149779735683,1453.33039647577,526,"PJ1","FT"," Pre",377,1934.44676409186,"P5","Type2a"
"1321",15.0925110132159,269.330396475771,392.149779735683,392.149779735683,288,"PJ1","FT"," Pre",471,5536.53444676409,"P5","Type2a2x"
"1322",15.0925110132159,303.330396475771,857.149779735683,857.149779735683,469,"PJ1","FT"," Pre",325,1129.4363256785,"P5","Type2a2x"
"1323",15.0925110132159,472.330396475771,73.1497797356828,472.330396475771,203,"PJ1","FT"," Pre",248,7174.53027139875,"P5","Type2a"
"1324",15.0925110132159,488.330396475771,70.1497797356828,488.330396475771,568,"PJ1","FT"," Pre",340,10210.2296450939,"P5","Type2a"
"1325",15.0925110132159,554.330396475771,342.149779735683,554.330396475771,159,"PJ1","FT"," Pre",476,2621.08559498956,"P5","Type2a"
"1326",15.0925110132159,603.330396475771,91.1497797356828,603.330396475771,543,"PJ1","FT"," Pre",412,2057.93319415449,"P5","Type2a"
"1327",15.0925110132159,710.330396475771,97.1497797356828,710.330396475771,479,"PJ1","FT"," Pre",318,7629.64509394572,"P5","Type2a"
"1328",15.0925110132159,778.330396475771,54.1497797356828,778.330396475771,287,"PJ1","FT"," Pre",280,3196.55532359081,"P5","Type2a"
"1329",15.0925110132159,791.330396475771,92.1497797356828,791.330396475771,197,"PJ1","FT"," Pre",321,7536.53444676409,"P5","Type2a"
"1330",15.0925110132159,796.330396475771,107.149779735683,796.330396475771,302,"PJ1","FT"," Pre",301,6152.19206680585,"P5","Type2a"
"1331",15.0925110132159,829.330396475771,83.1497797356828,829.330396475771,351,"PJ1","FT"," Pre",351,3838.4133611691,"P5","Type2a"
"1332",15.0925110132159,834.330396475771,123.149779735683,834.330396475771,438,"PJ1","FT"," Pre",266,5037.36951983299,"P5","Type2a"
"1333",15.0925110132159,834.330396475771,449.149779735683,834.330396475771,465,"PJ1","FT"," Pre",286,2589.35281837161,"P5","Type2a"
"1334",15.0925110132159,841.330396475771,117.149779735683,841.330396475771,320,"PJ1","FT"," Pre",298,6628.81002087683,"P5","Type2a"
"1335",15.0925110132159,880.330396475771,91.1497797356828,880.330396475771,339,"PJ1","FT"," Pre",298,7774.84342379958,"P5","Type2a"
"1336",15.0925110132159,901.330396475771,105.149779735683,901.330396475771,315,"PJ1","FT"," Pre",306,7157.72442588727,"P5","Type2a"
"1337",15.3274021352313,1088.20640569395,251.074733096085,1088.20640569395,1,"M1189-16","FT"," Pre",231,4516.70146137787,"C2","Type2a"
"1338",15.3274021352313,145.20640569395,682.074733096085,682.074733096085,578,"M1189-16","FT"," Pre",446,3184.34237995825,"C2","Type2a2x"
"1339",15.3274021352313,152.20640569395,566.074733096085,566.074733096085,69,"M1189-16","FT"," Pre",268,4616.38830897704,"C2","Type2a2x"
"1340",15.3274021352313,166.20640569395,483.074733096085,483.074733096085,83,"M1189-16","FT"," Pre",239,8661.06471816284,"C2","Type2a2x"
"1341",15.3274021352313,206.20640569395,437.074733096085,437.074733096085,647,"M1189-16","FT"," Pre",468,7734.55114822547,"C2","Type2a2x"
"1342",15.3274021352313,219.20640569395,481.074733096085,481.074733096085,36,"M1189-16","FT"," Pre",263,10113.5699373695,"C2","Type2a2x"
"1343",15.3274021352313,226.20640569395,645.074733096085,645.074733096085,621,"M1189-16","FT"," Pre",486,9556.99373695198,"C2","Type2a2x"
"1344",15.3274021352313,292.20640569395,637.074733096085,637.074733096085,606,"M1189-16","FT"," Pre",414,4150.20876826722,"C2","Type2a2x"
"1345",15.3274021352313,310.20640569395,624.074733096085,624.074733096085,6,"M1189-16","FT"," Pre",229,2089.97912317328,"C2","Type2a2x"
"1346",15.3274021352313,319.20640569395,65.0747330960854,319.20640569395,536,"M1189-16","FT"," Pre",385,9043.00626304802,"C2","Type2a"
"1347",15.3274021352313,395.20640569395,377.074733096085,395.20640569395,87,"M1189-16","FT"," Pre",240,9937.99582463466,"C2","Type2a"
"1348",15.3274021352313,476.20640569395,275.074733096085,476.20640569395,642,"M1189-16","FT"," Pre",487,9096.65970772443,"C2","Type2a"
"1349",15.3274021352313,485.20640569395,100.074733096085,485.20640569395,133,"M1189-16","FT"," Pre",361,6090.70981210856,"C2","Type2a"
"1350",15.3274021352313,624.20640569395,138.074733096085,624.20640569395,638,"M1189-16","FT"," Pre",428,5906.05427974948,"C2","Type2a"
"1351",15.3274021352313,627.20640569395,134.074733096085,627.20640569395,622,"M1189-16","FT"," Pre",482,7360.54279749478,"C2","Type2a"
"1352",15.3274021352313,636.20640569395,137.074733096085,636.20640569395,602,"M1189-16","FT"," Pre",379,6790.1878914405,"C2","Type2a"
"1353",15.3274021352313,666.20640569395,140.074733096085,666.20640569395,627,"M1189-16","FT"," Pre",440,8098.01670146138,"C2","Type2a"
"1354",15.3274021352313,667.20640569395,323.074733096085,667.20640569395,169,"M1189-16","FT"," Pre",247,4428.39248434238,"C2","Type2a"
"1355",15.3274021352313,71.2064056939502,610.074733096085,610.074733096085,569,"M1189-16","FT"," Pre",417,6177.24425887265,"C2","Type2a2x"
"1356",15.3274021352313,814.20640569395,417.074733096085,814.20640569395,239,"M1189-16","FT"," Pre",329,2777.76617954071,"C2","Type2a"
"1357",15.3274021352313,83.2064056939502,518.074733096085,518.074733096085,567,"M1189-16","FT"," Pre",446,5328.07933194155,"C2","Type2a2x"
"1358",15.3274021352313,84.2064056939502,407.074733096085,407.074733096085,609,"M1189-16","FT"," Pre",416,4975.05219206681,"C2","Type2a2x"
"1359",15.3274021352313,840.20640569395,125.074733096085,840.20640569395,89,"M1189-16","FT"," Pre",306,10386.4300626305,"C2","Type2a"
"1360",15.3274021352313,88.2064056939502,413.074733096085,413.074733096085,49,"M1189-16","FT"," Pre",358,5267.32776617954,"C2","Type2a2x"
"1361",15.3274021352313,90.2064056939502,458.074733096085,458.074733096085,42,"M1189-16","FT"," Pre",235,8862.63048016701,"C2","Type2a2x"
"1362",15.3777777777778,168.894444444444,324.307407407407,324.307407407407,553,"M1217-16","FT"," Pre",329,2350.31315240083,"C4","Type2a2x"
"1363",15.3777777777778,173.894444444444,212.307407407407,212.307407407407,34,"M1217-16","FT"," Pre",389,4498.74739039666,"C4","Type2a2x"
"1364",15.3777777777778,177.894444444444,237.307407407407,237.307407407407,142,"M1217-16","FT"," Pre",242,1256.78496868476,"C4","Type2a2x"
"1365",15.3777777777778,177.894444444444,237.307407407407,237.307407407407,287,"M1217-16","FT"," Pre",244,3904.80167014614,"C4","Type2a2x"
"1366",15.3777777777778,177.894444444444,237.307407407407,237.307407407407,142,"M1217-16","FT"," Pre",242,1256.78496868476,"C4","Type2a2x"
"1367",15.3777777777778,177.894444444444,237.307407407407,237.307407407407,287,"M1217-16","FT"," Pre",244,3904.80167014614,"C4","Type2a2x"
"1368",15.3777777777778,190.894444444444,331.307407407407,331.307407407407,246,"M1217-16","FT"," Pre",347,6598.85177453027,"C4","Type2a2x"
"1369",15.3777777777778,207.894444444444,286.307407407407,286.307407407407,100,"M1217-16","FT"," Pre",263,1651.25260960334,"C4","Type2a2x"
"1370",15.3777777777778,212.894444444444,256.307407407407,256.307407407407,308,"M1217-16","FT"," Pre",232,7843.42379958246,"C4","Type2a2x"
"1371",15.3777777777778,218.894444444444,369.307407407407,369.307407407407,724,"M1217-16","FT"," Pre",245,2806.05427974948,"C4","Type2a2x"
"1372",15.3777777777778,228.894444444444,373.307407407407,373.307407407407,918,"M1217-16","FT"," Pre",338,3406.36743215031,"C4","Type2a2x"
"1373",15.3777777777778,247.894444444444,284.307407407407,284.307407407407,625,"M1217-16","FT"," Pre",261,8665.97077244259,"C4","Type2a2x"
"1374",15.3777777777778,247.894444444444,369.307407407407,369.307407407407,274,"M1217-16","FT"," Pre",275,2719.10229645094,"C4","Type2a2x"
"1375",15.3777777777778,258.894444444444,276.307407407407,276.307407407407,934,"M1217-16","FT"," Pre",214,2384.13361169102,"C4","Type2a2x"
"1376",15.3777777777778,264.894444444444,506.307407407407,506.307407407407,718,"M1217-16","FT"," Pre",238,2304.59290187891,"C4","Type2a2x"
"1377",15.3777777777778,265.894444444444,39.3074074074074,265.894444444444,162,"M1217-16","FT"," Pre",260,1628.70563674322,"C4","Type2a"
"1378",15.3777777777778,282.894444444444,260.307407407407,282.894444444444,836,"M1217-16","FT"," Pre",214,3657.09812108559,"C4","Type2a"
"1379",15.3777777777778,285.894444444444,387.307407407407,387.307407407407,255,"M1217-16","FT"," Pre",289,2981.62839248434,"C4","Type2a2x"
"1380",15.3777777777778,306.894444444444,361.307407407407,361.307407407407,8,"M1217-16","FT"," Pre",282,2465.86638830898,"C4","Type2a2x"
"1381",15.3777777777778,31.8944444444444,57.3074074074074,57.3074074074074,729,"M1217-16","FT"," Pre",264,1373.27766179541,"C4","Type2a2x"
"1382",15.3777777777778,316.894444444444,262.307407407407,316.894444444444,907,"M1217-16","FT"," Pre",250,6065.76200417537,"C4","Type2a"
"1383",15.3777777777778,350.894444444444,445.307407407407,445.307407407407,4,"M1217-16","FT"," Pre",309,2385.90814196242,"C4","Type2a2x"
"1384",15.3777777777778,360.894444444444,496.307407407407,496.307407407407,828,"M1217-16","FT"," Pre",258,3235.38622129436,"C4","Type2a2x"
"1385",15.3777777777778,364.894444444444,172.307407407407,364.894444444444,851,"M1217-16","FT"," Pre",249,3640.39665970772,"C4","Type2a"
"1386",15.3777777777778,425.894444444444,263.307407407407,425.894444444444,739,"M1217-16","FT"," Pre",219,3967.74530271399,"C4","Type2a"
"1387",15.3777777777778,438.894444444444,97.3074074074074,438.894444444444,322,"M1217-16","FT"," Pre",335,7802.7139874739,"C4","Type2a"
"1388",15.3777777777778,497.894444444444,118.307407407407,497.894444444444,19,"M1217-16","FT"," Pre",253,2922.23382045929,"C4","Type2a"
"1389",15.3777777777778,518.894444444444,83.3074074074074,518.894444444444,455,"M1217-16","FT"," Pre",258,3631.2108559499,"C4","Type2a"
"1390",15.3777777777778,519.894444444444,89.3074074074074,519.894444444444,807,"M1217-16","FT"," Pre",225,4754.4885177453,"C4","Type2a"
